X,Y,id,left,top,right,bottom,row_index,col_index
281415.0,1626035.4414,8909,281415,1626035.4414,281615,1626235.4414,68,34
281415.0,1625835.4414,8910,281415,1625835.4414,281615,1626035.4414,69,34
281415.0,1625635.4414,8911,281415,1625635.4414,281615,1625835.4414,70,34
281415.0,1625435.4414,8912,281415,1625435.4414,281615,1625635.4414,71,34
281415.0,1624235.4414,8918,281415,1624235.4414,281615,1624435.4414,77,34
281415.0,1622435.4414,8927,281415,1622435.4414,281615,1622635.4414,86,34
281415.0,1621235.4414,8933,281415,1621235.4414,281615,1621435.4414,92,34
281415.0,1621035.4414,8934,281415,1621035.4414,281615,1621235.4414,93,34
281415.0,1620835.4414,8935,281415,1620835.4414,281615,1621035.4414,94,34
281415.0,1620235.4414,8938,281415,1620235.4414,281615,1620435.4414,97,34
281415.0,1619235.4414,8943,281415,1619235.4414,281615,1619435.4414,102,34
281415.0,1617435.4414,8952,281415,1617435.4414,281615,1617635.4414,111,34
281415.0,1616035.4414,8959,281415,1616035.4414,281615,1616235.4414,118,34
281415.0,1613835.4414,8970,281415,1613835.4414,281615,1614035.4414,129,34
281415.0,1613635.4414,8971,281415,1613635.4414,281615,1613835.4414,130,34
281415.0,1600035.4414,9039,281415,1600035.4414,281615,1600235.4414,198,34
281415.0,1599435.4414,9042,281415,1599435.4414,281615,1599635.4414,201,34
281615.0,1628435.4414,9157,281615,1628435.4414,281815,1628635.4414,56,35
281615.0,1627835.4414,9160,281615,1627835.4414,281815,1628035.4414,59,35
281615.0,1626435.4414,9167,281615,1626435.4414,281815,1626635.4414,66,35
